,Region,Residence.Type,Family.Composition,Population.Base,Sex,Age,Marital.Status,Student,Country.of.Birth,Health,Ethnic.Group,Religion,Economic.Activity,Occupation,Industry,Hours.worked.per.week,Approximated.Social.Grade
383,9,1,4,0,0,1,0,0,1,0,0,1,0,1,12,2,0
384,1,1,1,0,1,2,2,1,0,1,0,1,6,8,9,2,1
385,5,1,1,0,1,7,0,1,0,1,2,1,6,8,7,4,2
386,2,1,2,0,1,6,0,1,0,0,0,1,0,1,11,3,2
387,1,1,4,0,1,6,0,1,0,0,0,1,4,9,8,1,4
388,6,1,1,0,0,0,4,1,0,0,0,1,5,9,7,4,1
389,4,1,1,0,0,2,1,1,0,1,0,1,9,5,5,4,2
390,4,1,4,0,1,3,0,1,0,0,0,0,9,1,8,2,4
391,1,1,1,0,1,0,0,1,0,2,0,1,9,9,2,2,0
392,0,1,0,0,0,0,4,1,0,1,0,1,4,9,9,4,4
393,1,1,0,0,0,6,0,1,0,0,0,1,4,9,9,4,4
394,8,1,4,0,0,1,0,1,0,3,0,0,9,4,3,4,3
395,7,1,1,0,0,0,1,1,0,0,0,0,0,6,3,2,2
396,6,1,2,0,1,0,4,1,0,0,0,1,9,9,7,2,2
397,3,1,2,0,0,4,0,1,0,2,0,1,4,1,9,4,4
398,2,1,1,0,0,4,1,1,0,3,0,0,9,6,5,4,4
399,8,1,1,0,0,0,1,1,0,1,0,0,0,1,12,0,1
400,1,1,0,0,0,4,3,1,0,0,0,1,9,3,1,4,3
401,5,1,4,0,0,0,0,0,0,5,2,8,2,3,9,4,4
402,3,1,1,0,1,6,0,1,1,2,0,1,4,9,3,4,0
403,2,1,1,0,1,4,1,0,0,0,0,0,0,9,4,3,3
404,7,1,1,0,0,0,1,1,0,1,0,1,0,3,3,1,1
405,7,1,0,0,1,2,1,1,0,1,0,2,0,9,10,4,3
406,4,1,1,0,0,4,1,1,0,0,0,1,0,3,10,2,3
407,6,1,4,0,1,1,0,1,0,2,0,0,9,9,3,4,1
408,1,1,2,0,1,3,1,1,0,0,1,5,4,3,4,4,4
409,1,1,2,0,1,3,0,1,0,0,0,1,9,2,3,4,3
410,8,1,1,0,0,3,1,0,0,0,2,1,5,2,9,2,4
411,8,1,6,0,1,0,3,0,1,0,0,0,9,8,9,2,2
412,7,1,6,1,0,0,1,1,0,0,0,1,0,1,10,2,3
413,8,1,1,0,0,6,3,0,1,0,0,1,4,9,7,4,2
414,4,1,0,0,1,1,1,0,0,0,0,1,0,1,11,4,0
415,2,1,1,0,1,0,1,1,0,1,0,0,5,1,9,1,1
416,5,1,0,0,0,6,1,1,0,0,0,1,0,9,3,4,3
417,2,1,1,0,0,0,1,1,0,0,0,0,6,2,6,2,3
418,4,1,0,0,1,2,0,1,0,0,0,1,0,1,3,4,2
419,3,1,0,0,0,6,1,1,0,0,0,1,7,0,9,4,3
420,0,0,1,0,0,4,0,1,0,0,0,8,9,9,9,2,0
421,5,1,0,0,1,6,1,1,0,0,0,5,2,0,2,1,4
422,1,1,2,0,1,2,1,0,0,0,0,1,7,5,3,4,2
423,2,1,4,0,1,2,3,1,0,1,0,1,0,6,12,4,1
424,0,1,2,0,0,4,1,0,0,0,0,1,0,9,10,4,2
425,7,1,6,0,1,0,0,1,1,0,0,0,3,4,7,4,3
426,5,1,6,0,0,0,1,1,0,2,0,1,4,0,0,2,4
427,2,1,4,0,0,1,1,1,0,1,0,1,9,3,9,2,0
428,6,1,1,0,1,1,0,1,0,2,0,0,0,6,9,2,4
429,9,1,1,0,0,5,1,1,0,1,0,0,5,3,9,2,2
430,5,1,1,1,1,6,1,1,0,1,0,5,0,9,3,2,1
431,0,1,0,1,0,0,1,1,0,0,0,1,4,9,5,4,1
432,7,1,1,0,0,0,0,0,0,1,0,1,0,9,9,4,3
433,1,1,1,0,0,4,1,1,0,0,0,1,4,3,10,4,2
434,3,1,6,0,1,3,1,1,0,0,0,1,2,4,9,4,4
435,5,1,0,0,0,6,0,0,0,1,0,1,9,8,7,0,1
436,7,1,1,0,1,7,3,1,0,1,0,1,4,5,4,2,0
437,6,1,0,0,0,1,1,1,1,1,0,1,4,2,7,2,1
438,5,1,0,0,1,4,1,1,0,0,0,1,4,1,7,4,0
439,2,1,1,0,0,5,0,0,0,3,5,0,4,9,7,4,4
440,5,1,1,0,1,6,0,1,0,1,0,1,0,6,3,2,1
441,8,1,4,0,0,0,3,1,0,1,0,1,9,9,5,2,1
442,5,1,1,0,1,6,1,1,1,0,3,1,0,5,3,1,3
443,5,1,1,0,0,2,3,1,0,0,0,5,6,9,3,2,1
444,1,1,1,0,1,7,1,1,0,0,0,1,9,4,9,0,2
445,6,1,1,0,0,6,2,1,0,1,0,9,0,1,11,4,2
446,8,1,0,0,0,1,0,1,0,0,0,1,9,8,5,4,2
447,7,1,1,0,0,6,0,1,0,2,0,1,8,8,9,1,2
448,5,1,4,0,0,2,1,1,0,0,3,3,0,9,11,2,3
449,6,1,2,0,1,2,1,0,0,1,2,1,2,1,3,4,3
450,2,1,1,0,1,0,0,1,1,1,1,1,4,2,1,4,2
451,1,1,1,0,0,4,0,1,0,1,0,7,1,9,9,2,3
452,6,1,1,0,1,4,0,1,0,1,0,1,0,4,1,4,3
453,0,1,1,0,1,3,1,1,0,1,3,1,1,9,10,2,4
454,0,1,0,0,1,6,1,1,0,4,0,1,5,1,9,4,3
455,4,1,1,0,1,1,0,1,0,2,0,3,2,9,3,4,4
456,0,1,1,0,0,7,0,1,1,4,0,1,0,9,12,4,3
457,4,1,1,0,0,0,3,1,0,0,0,1,4,9,7,2,4
458,8,1,0,0,0,0,0,1,0,1,0,0,0,8,2,2,0
459,3,1,1,0,0,7,0,1,0,0,0,8,5,9,9,2,1
460,6,1,1,0,0,0,0,1,0,0,0,1,9,9,2,4,4
461,1,1,1,0,0,1,0,1,0,3,0,1,4,9,4,2,4
462,6,1,4,0,0,2,1,1,0,1,0,0,1,9,10,0,2
463,3,1,4,0,1,3,0,1,0,2,0,1,4,9,1,4,4
464,2,1,1,0,1,0,1,1,0,2,0,0,4,3,3,4,3
465,7,1,6,0,1,3,0,1,1,1,0,1,0,3,9,2,2
466,3,1,6,0,0,7,1,0,0,1,0,1,4,0,3,2,1
467,4,1,2,0,0,4,0,1,0,2,0,1,4,1,7,0,1
468,6,1,4,0,0,3,0,1,0,0,0,0,0,3,9,2,1
469,6,1,2,0,0,6,1,1,0,0,0,1,4,9,5,4,3
470,3,1,1,0,1,4,1,1,0,0,0,1,0,1,9,4,3
471,2,1,0,0,0,7,0,1,0,3,0,0,4,4,9,4,2
472,7,1,4,0,0,5,0,1,1,1,0,1,0,9,2,2,1
473,5,1,1,0,1,1,1,0,1,2,0,0,4,8,9,2,2
474,5,1,2,0,0,3,1,1,0,0,0,1,0,9,9,4,1
475,9,1,1,0,1,2,0,1,1,1,0,0,9,4,10,4,4
476,2,1,0,0,0,4,3,1,0,1,0,0,4,7,11,4,4
477,3,1,1,0,1,0,0,0,1,0,0,1,8,0,10,2,1
478,1,1,4,0,1,4,0,0,0,1,0,0,9,9,2,2,0
479,3,1,0,0,1,2,0,1,0,0,0,1,1,9,3,2,1
480,5,1,2,0,1,1,1,1,0,1,2,1,1,7,9,2,1
481,1,1,0,0,0,3,0,1,0,0,1,0,9,1,3,4,1
482,5,1,1,0,1,1,1,1,0,1,0,5,0,1,9,2,4
483,9,1,6,0,1,2,0,1,0,0,0,0,0,1,9,2,3
484,4,1,1,0,1,1,0,1,0,1,0,5,3,5,3,4,0
485,8,1,2,0,1,2,0,1,0,0,0,0,1,3,2,1,0
486,5,1,0,0,1,1,1,1,0,1,0,1,0,1,10,4,4
487,7,1,1,0,0,0,1,1,1,0,0,0,4,3,1,1,1
488,8,1,2,0,0,4,1,1,0,1,0,1,0,1,7,2,2
489,9,1,3,0,0,0,1,1,0,0,0,1,5,8,9,4,3
490,7,1,1,0,1,3,0,0,0,0,0,1,7,9,8,4,1
491,6,1,1,0,1,2,1,1,0,2,0,1,4,2,5,4,4
492,6,1,1,0,0,1,0,1,0,0,0,5,0,8,9,4,1
493,1,1,2,0,1,0,0,1,0,0,0,0,9,6,9,3,3
494,5,1,1,0,1,2,0,1,0,1,0,1,6,0,2,4,0
495,3,1,4,0,0,1,0,0,0,0,0,1,0,4,5,2,1
496,5,1,1,0,0,6,0,1,0,0,2,8,0,0,5,3,1
497,2,1,6,0,1,3,1,1,1,3,0,1,4,9,9,1,3
498,1,1,1,0,0,2,0,1,0,0,2,1,9,8,9,4,4
499,2,1,1,0,0,0,0,1,0,0,0,1,9,0,10,2,2
500,7,1,2,0,0,0,0,0,0,2,0,1,5,9,12,0,4
501,6,1,2,0,0,0,0,1,0,1,2,1,9,9,9,2,3
502,0,1,0,0,0,1,0,0,0,0,0,8,7,2,11,2,4
503,7,1,1,0,1,5,1,0,0,0,0,1,0,3,3,4,0
504,3,1,4,0,1,4,0,1,0,0,0,1,4,9,10,2,3
505,0,1,3,0,1,3,0,0,0,0,0,0,5,5,9,2,4
506,4,1,2,0,1,2,4,1,0,0,0,0,9,0,3,4,2
507,6,1,1,0,0,5,0,1,0,1,0,0,4,1,7,4,3
508,6,1,1,0,1,5,0,1,0,1,2,5,1,7,8,2,1
509,2,1,0,0,1,0,4,0,0,4,0,1,1,8,1,4,3
510,8,1,2,0,1,6,1,1,1,2,5,0,7,0,11,4,2
511,4,1,0,0,1,3,1,0,0,1,0,0,4,5,6,4,4
512,8,0,1,0,0,5,2,1,0,1,0,1,4,9,2,2,1
513,0,1,3,0,0,7,0,1,1,1,4,1,9,4,7,0,4
514,6,1,1,0,1,6,0,1,1,0,0,3,0,1,7,2,4
515,8,1,1,0,0,3,0,1,1,0,0,8,0,7,10,1,1
516,6,1,6,0,1,7,1,0,0,0,0,9,9,2,7,1,1
517,1,0,4,0,0,0,1,1,0,0,0,1,2,2,9,4,4
518,6,1,1,0,1,3,1,1,0,0,1,0,0,1,10,4,4
519,2,1,1,0,1,7,1,1,0,3,0,1,0,8,9,4,1
520,3,1,2,0,1,2,0,1,0,0,0,1,9,9,9,4,1
521,4,1,1,0,0,2,0,0,0,3,0,1,4,3,10,2,1
522,1,1,1,0,0,6,0,0,0,0,0,0,2,1,5,4,0
523,1,1,1,0,0,2,0,0,0,0,0,0,4,4,5,4,1
524,6,1,1,0,1,3,1,1,0,0,0,0,4,2,8,2,4
525,8,1,1,0,0,1,4,1,1,0,0,1,1,6,3,4,1
526,9,1,1,0,0,6,0,1,0,0,5,1,0,0,3,4,3
527,3,1,4,0,1,6,0,1,0,0,3,1,9,8,9,4,4
528,0,1,1,0,1,3,1,1,0,2,0,0,2,9,9,2,1
529,3,1,0,0,1,2,1,1,0,0,0,1,0,7,11,4,2
530,2,1,4,0,1,2,2,1,1,2,0,8,9,1,9,0,1
531,4,1,2,0,0,5,4,0,0,1,0,1,4,9,12,4,0
532,3,1,1,0,1,1,1,1,0,0,0,0,0,4,9,2,1
533,6,1,0,0,0,0,1,1,0,1,0,1,4,9,11,4,1
534,8,1,2,0,0,3,3,1,1,0,0,1,9,8,5,4,3
535,5,1,4,0,0,7,0,1,1,1,0,0,4,4,10,0,3
536,6,1,6,0,0,6,0,1,0,0,0,0,0,6,6,2,1
537,6,1,2,0,1,4,1,1,0,1,0,1,4,4,9,4,1
538,7,1,2,0,0,1,1,1,1,2,0,8,9,9,1,2,4
539,3,1,1,0,1,5,1,1,0,1,0,0,0,7,9,2,1
540,6,1,1,0,1,0,1,1,0,0,1,1,4,7,7,4,1
541,2,1,1,0,1,5,1,1,0,0,0,1,4,5,3,4,4
542,7,1,1,0,1,3,0,1,0,2,0,0,4,8,8,4,4
543,3,1,4,0,1,1,3,1,0,1,0,0,4,9,9,4,1
544,5,1,0,0,1,4,0,0,1,1,0,8,9,8,1,1,3
545,2,1,1,0,1,2,4,0,1,3,0,1,4,7,10,2,4
546,1,1,0,0,0,4,3,1,0,0,0,1,9,5,2,4,4
547,3,1,1,0,0,7,2,1,0,0,0,1,0,2,9,1,4
548,4,1,4,0,0,2,0,1,0,1,0,1,9,0,4,2,4
549,2,1,4,0,1,2,0,0,0,1,0,0,9,7,9,1,4
550,5,1,1,0,1,6,1,1,0,0,0,1,0,9,1,2,0
551,4,1,1,0,1,6,0,0,0,0,0,8,0,9,3,4,2
552,7,1,4,0,1,2,1,0,1,0,0,1,0,8,11,2,1
553,8,1,1,0,0,5,1,1,0,0,0,1,0,9,9,2,1
554,8,1,1,0,0,3,3,1,0,1,0,1,4,0,1,2,1
555,2,0,2,0,1,7,2,0,0,0,0,1,1,3,2,3,3
556,4,1,1,0,1,4,1,1,0,0,0,1,0,4,9,1,1
557,3,1,0,0,1,4,0,0,0,1,0,1,0,3,3,4,0
558,3,1,4,0,0,1,1,1,1,0,0,0,6,5,10,4,3
559,7,1,0,0,0,4,1,1,1,0,0,9,0,9,0,4,4
560,6,1,1,0,0,0,0,1,0,1,0,0,1,1,1,4,4
561,9,1,4,0,0,4,0,1,0,1,0,1,0,1,10,2,4
562,5,1,0,0,1,2,2,1,0,0,0,1,0,3,11,2,1
563,1,1,1,0,1,5,1,0,0,1,0,0,0,1,10,4,1
564,8,1,1,0,1,2,1,1,1,0,0,0,1,6,9,4,1
565,7,1,3,0,1,7,1,1,0,0,0,0,0,9,10,2,1
566,1,1,1,0,0,3,0,1,0,2,0,5,6,8,9,2,3
567,7,1,1,0,1,0,1,0,0,0,0,0,0,3,9,2,4
568,8,1,1,0,1,0,0,0,1,0,0,1,0,1,2,4,0
569,6,1,4,0,1,0,0,0,0,2,0,1,9,1,1,4,2
570,3,1,1,0,1,6,0,1,0,0,0,0,4,9,9,4,3
571,7,1,1,0,0,5,0,1,0,0,0,1,8,9,12,2,0
572,8,1,0,0,0,0,0,1,0,3,0,1,3,1,9,2,0
573,9,1,1,0,0,4,1,1,0,0,0,1,1,4,9,1,2
574,1,1,0,0,0,1,0,1,0,1,0,1,9,2,4,4,1
575,3,1,1,0,0,6,0,1,0,2,0,1,9,1,5,4,4
576,1,1,1,0,0,1,1,1,0,0,2,1,3,0,8,2,2
577,1,1,1,0,0,4,2,1,0,2,0,1,1,9,9,1,1
578,7,1,0,0,0,0,0,1,0,0,0,0,0,9,7,4,2
579,6,1,2,0,1,5,1,1,0,0,0,1,9,2,3,2,4
580,9,1,1,0,0,0,1,1,0,0,2,1,4,1,2,4,2
581,6,1,4,0,1,5,1,1,0,0,0,5,0,0,3,4,3
582,6,1,1,0,0,2,1,0,1,1,0,1,0,2,9,4,2
583,9,1,1,0,0,1,0,0,0,2,0,0,4,9,12,4,1
584,7,1,1,0,1,0,1,0,0,1,0,1,0,9,6,2,4
585,1,1,2,0,0,0,0,1,0,0,0,1,0,8,3,0,1
586,0,1,4,0,0,2,4,0,2,1,0,5,0,4,3,4,3
587,6,1,2,0,1,0,0,1,0,3,4,1,0,1,2,2,2
588,4,1,2,0,0,2,1,1,0,1,0,1,0,5,3,4,3
589,8,0,0,0,0,5,4,1,0,0,0,1,9,9,1,2,0
590,7,1,1,0,0,0,0,1,1,0,0,1,1,2,1,2,0
591,1,1,0,0,1,3,1,0,1,1,0,1,0,0,1,2,3
592,3,1,2,0,1,0,0,1,0,0,1,1,0,5,9,4,1
593,9,1,0,0,0,7,0,1,0,4,0,1,2,9,9,0,0
594,5,1,1,0,0,4,0,0,1,3,0,1,0,9,3,2,1
595,6,1,1,0,0,3,0,1,0,0,0,1,9,2,10,4,0
596,8,1,2,0,1,5,0,0,0,1,0,1,0,9,11,2,4
597,0,1,1,0,1,1,1,0,0,0,0,0,0,1,9,4,3
598,1,1,1,0,1,3,1,1,0,0,0,0,0,4,9,4,0
599,6,1,1,0,1,3,1,1,0,0,0,1,0,4,7,2,0
600,8,1,4,0,0,0,0,1,0,1,0,1,4,3,4,4,3
601,8,1,1,0,1,5,0,1,0,1,0,0,0,9,9,0,1
602,5,1,0,0,1,2,2,1,0,0,0,1,9,3,1,2,2
603,3,1,1,0,0,4,1,1,1,0,2,1,4,2,3,1,1
604,5,1,0,0,1,1,1,1,0,1,2,1,0,1,9,4,2
605,8,1,6,0,1,1,0,1,0,1,0,1,0,8,7,4,0
606,1,1,1,0,1,2,1,0,1,1,0,1,9,5,11,4,1
607,3,1,1,0,0,3,0,0,0,1,0,1,9,8,12,2,1
608,9,1,0,0,0,0,0,1,0,0,0,1,9,2,7,4,1
609,1,1,1,0,0,6,0,1,1,1,0,1,6,6,1,4,4
610,1,1,1,0,1,4,4,0,0,0,0,0,0,3,6,4,1
611,5,1,1,0,0,0,3,1,0,2,0,1,1,6,9,4,3
612,6,1,2,0,1,4,1,0,0,0,1,0,4,8,9,4,2
613,9,1,1,0,0,5,0,1,0,2,0,5,0,6,9,4,3
614,7,1,1,0,0,6,0,1,0,2,2,6,0,2,12,4,4
615,4,1,1,0,0,0,0,1,0,0,0,1,0,7,4,1,1
616,3,1,1,0,0,4,1,1,0,1,0,1,0,3,11,4,3
617,1,1,1,0,0,1,1,1,0,3,0,8,8,9,3,4,0
618,5,1,1,0,1,3,0,1,0,3,5,9,9,8,5,1,4
619,2,1,1,0,1,3,1,1,0,2,0,1,0,4,7,4,3
620,3,1,1,0,0,4,1,0,0,0,0,1,9,7,11,4,0
621,1,1,4,0,1,7,0,1,0,1,2,1,0,9,1,1,4
622,9,1,0,0,0,5,0,0,0,2,0,1,0,2,9,4,0
623,4,1,6,0,0,0,1,1,0,3,0,1,0,2,8,4,4
624,1,1,0,0,0,0,1,1,0,1,0,5,9,9,7,2,4
625,5,1,1,0,1,5,0,0,0,0,2,1,4,9,9,2,3
626,1,1,4,0,1,3,1,1,1,2,0,1,4,0,9,2,3
627,1,1,0,0,1,1,3,1,0,1,0,1,0,3,5,2,0
628,7,1,1,0,0,0,0,1,1,0,3,1,1,9,6,4,0
629,7,1,4,0,0,3,1,0,0,0,0,8,9,8,11,3,4
630,6,1,6,0,1,0,0,1,1,1,0,1,9,8,9,4,0
631,5,1,2,0,0,2,2,1,0,1,0,3,0,0,2,4,4
632,1,1,6,0,1,1,0,1,1,0,0,1,5,3,11,4,2
633,5,1,3,0,1,1,1,1,1,1,0,1,4,9,5,4,4
634,3,1,1,0,0,2,3,1,1,1,0,0,0,5,2,3,4
635,1,1,2,0,1,5,4,1,0,1,0,1,0,9,2,4,2
636,7,1,1,0,0,0,0,1,0,2,0,0,4,5,8,4,1
637,7,1,2,0,1,1,1,1,0,0,0,5,2,0,9,2,0
638,6,1,1,0,0,4,1,1,1,1,0,1,0,9,9,4,1
639,7,1,4,0,1,2,0,0,0,1,0,1,9,2,3,2,4
640,9,1,5,0,0,2,1,1,0,0,2,1,0,9,1,4,3
641,7,1,1,0,1,1,1,1,0,1,0,1,9,4,9,4,1
642,8,1,1,0,1,4,0,0,0,0,0,0,4,2,5,4,0
643,4,1,2,0,0,1,1,1,0,0,0,1,0,9,1,4,0
644,5,1,0,0,0,3,0,1,0,0,0,1,9,8,1,4,1
645,6,1,0,1,0,2,0,1,0,0,0,0,0,7,7,4,3
646,2,1,0,0,1,2,3,0,0,0,0,8,9,1,10,4,3
647,7,1,0,0,0,7,1,1,0,1,0,0,0,0,9,2,4
648,4,1,1,0,1,2,0,1,0,1,0,0,0,7,11,4,3
649,6,1,4,0,0,1,0,1,0,0,0,1,1,7,10,4,0
650,0,1,1,0,0,3,0,1,0,0,5,1,3,9,9,4,3
651,6,1,2,0,0,5,0,1,0,0,0,0,0,4,8,2,1
652,1,1,1,0,0,4,3,1,1,0,0,1,0,0,9,1,4
653,6,1,4,0,0,3,0,1,0,1,0,1,0,9,9,2,1
654,7,1,1,0,0,3,2,1,0,1,0,0,0,9,9,1,3
655,6,1,2,0,1,7,0,1,1,1,0,0,0,0,1,4,3
656,8,1,1,0,1,2,0,1,0,1,0,1,9,9,12,3,3
657,8,1,6,0,1,4,0,1,0,0,0,1,9,9,9,4,1
658,7,1,2,0,0,4,0,1,0,2,0,5,9,9,11,4,1
659,5,1,2,0,1,5,0,1,0,2,0,1,4,3,10,4,1
660,5,1,5,0,0,7,1,1,0,1,0,1,5,6,7,4,1
661,1,1,1,0,0,7,1,1,0,1,0,5,4,1,9,4,0
662,9,1,1,0,1,2,0,1,0,0,0,0,0,3,11,2,2
663,0,1,1,0,0,2,0,0,0,1,0,0,4,9,10,4,3
664,4,1,6,0,1,1,0,1,0,2,0,1,1,5,10,4,3
665,2,1,1,0,0,1,0,1,0,1,0,5,4,0,1,0,3
666,4,1,0,0,0,3,0,0,0,0,0,5,0,9,1,4,2
667,8,0,4,0,0,4,0,1,0,1,0,1,0,1,9,4,2
668,7,1,1,0,1,7,0,1,0,0,0,1,1,6,9,4,1
669,6,1,1,0,0,0,1,1,0,0,0,7,5,1,12,2,0
670,7,1,1,0,1,3,3,1,0,1,2,7,6,7,7,1,3
671,0,1,1,0,0,7,0,1,0,3,2,1,0,7,9,4,2
672,4,1,1,0,0,5,0,1,0,1,5,3,2,9,11,2,4
673,8,1,0,0,0,2,1,1,1,2,0,1,0,9,10,4,1
674,2,1,0,0,1,5,0,1,0,0,0,0,9,8,3,4,3
675,7,1,1,0,1,1,1,0,0,2,0,1,4,0,6,3,1
676,7,1,5,0,1,0,1,1,0,2,0,1,9,2,2,2,3
677,5,1,0,0,0,4,0,0,0,1,0,1,1,1,4,4,4
678,3,1,1,0,0,4,0,1,2,0,0,1,0,6,3,4,0
679,4,1,1,0,1,4,1,1,0,2,3,0,9,0,9,2,1
680,3,1,1,0,1,0,0,1,1,0,0,5,4,9,1,3,1
681,2,1,4,0,0,3,1,0,0,1,1,1,9,8,11,4,4
682,7,1,0,0,0,4,3,1,0,1,0,1,4,8,11,2,2
683,1,1,0,0,0,6,0,1,0,2,2,1,4,9,2,4,1
684,6,1,0,0,1,2,1,0,0,0,3,1,0,5,9,3,2
685,7,1,1,0,0,2,1,1,0,1,0,1,9,9,3,4,0
686,5,1,1,0,0,4,0,0,0,0,0,1,4,6,9,4,0
687,2,1,0,0,1,5,1,1,0,1,0,0,6,8,7,4,2
688,1,1,2,0,1,0,0,1,0,4,0,1,4,9,4,4,0
689,6,1,1,0,0,0,4,0,0,1,0,1,0,0,2,4,4
690,5,1,0,0,1,5,1,1,0,0,0,5,0,4,9,2,4
691,8,1,4,0,0,0,0,1,0,1,0,1,6,1,5,2,2
692,3,1,2,0,0,4,1,1,0,1,0,1,7,0,2,4,0
693,5,1,1,0,0,3,3,1,0,0,2,6,0,6,9,4,1
694,7,1,2,0,1,6,1,0,0,1,3,0,3,2,7,1,2
695,9,1,2,0,1,3,1,1,0,0,0,0,4,0,9,4,1
696,6,1,1,0,0,2,0,1,1,1,0,1,0,6,9,4,4
697,7,1,4,0,0,0,1,1,0,0,4,0,0,8,9,4,2
698,9,1,0,0,0,6,1,1,0,0,0,5,9,0,5,2,4
699,1,1,1,0,0,0,0,1,1,4,0,0,0,3,11,2,1
700,6,1,1,0,1,6,2,1,0,0,0,9,0,7,5,1,4
701,3,1,1,0,1,0,1,1,1,2,0,1,0,9,3,2,1
702,7,1,1,0,1,3,0,0,1,2,0,0,3,1,9,4,1
703,0,1,1,0,0,2,0,1,1,3,0,1,0,6,9,4,0
704,7,1,1,0,0,7,3,1,0,0,0,8,4,1,2,2,4
705,9,1,1,0,0,5,0,1,0,2,0,1,4,1,11,2,1
706,8,1,4,0,1,1,1,1,0,0,0,0,0,4,3,4,4
707,6,1,1,0,1,7,0,0,0,0,0,1,9,7,2,0,3
708,9,1,1,0,0,3,0,0,1,1,0,7,0,5,9,2,4
709,6,1,1,0,0,6,0,1,0,1,0,1,9,9,7,4,3
710,1,1,6,0,0,1,1,1,0,2,0,1,0,9,3,4,2
711,5,1,6,0,1,5,0,1,0,0,0,0,8,9,7,2,2
712,5,1,1,0,1,3,0,1,1,0,0,6,0,0,9,4,1
713,9,1,1,0,1,5,1,1,0,1,2,5,1,7,9,2,3
714,6,1,4,0,0,6,1,0,1,1,0,1,3,9,3,4,3
715,4,1,1,0,1,5,1,1,0,0,0,1,0,9,7,3,2
716,3,1,1,0,0,6,0,1,0,1,0,0,1,9,7,2,4
717,4,1,4,0,1,6,0,1,0,1,0,0,4,1,2,4,2
718,8,1,0,0,0,0,1,0,0,2,1,0,0,9,1,4,2
719,7,1,1,0,1,0,1,1,0,3,0,0,9,1,5,4,2
720,2,1,0,0,0,3,0,1,0,1,0,0,0,4,8,2,1
721,7,1,1,0,0,3,1,1,0,3,0,1,0,9,1,4,4
722,5,1,4,0,0,3,2,1,0,1,0,1,0,9,1,2,0
723,7,1,0,0,1,0,4,1,0,1,0,8,0,3,1,2,3
724,7,1,1,0,0,3,0,1,0,0,3,1,0,5,9,2,1
725,0,1,5,0,0,4,1,1,0,0,0,1,0,9,7,4,0
726,6,1,0,0,1,6,1,1,1,1,0,1,0,4,11,4,2
727,6,1,0,0,1,1,0,1,0,0,2,5,0,6,9,4,1
728,7,1,4,0,0,2,0,1,0,0,0,8,4,7,6,0,4
729,9,1,4,0,0,5,0,1,0,4,0,1,4,6,9,3,0
730,1,1,0,0,0,3,3,1,0,0,0,1,5,0,5,4,4
731,4,0,0,0,0,1,4,0,0,0,0,1,0,1,5,1,1
732,2,1,1,0,1,5,3,1,0,1,1,0,1,1,9,4,0
733,4,1,2,0,1,1,0,1,0,1,0,1,1,9,9,4,1
734,4,1,4,0,1,5,0,1,0,0,0,1,0,9,3,4,2
735,9,1,1,0,1,2,0,1,0,0,0,1,0,6,11,4,1
736,6,1,2,0,1,2,0,1,1,2,0,1,1,7,10,2,1
737,7,1,1,0,0,2,1,1,0,0,0,0,0,9,5,2,3
738,6,1,1,0,1,0,1,1,0,2,2,1,4,3,1,4,1
739,9,1,1,0,1,3,0,0,0,1,0,1,0,6,1,4,2
740,6,1,1,0,1,3,1,1,0,2,0,1,1,9,5,2,0
741,5,1,1,0,1,4,3,0,0,1,4,1,6,9,5,4,3
742,1,1,0,0,1,0,0,1,1,0,0,1,9,9,3,4,3
743,2,1,2,0,0,7,0,0,0,0,0,1,0,7,8,1,1
744,5,1,2,0,0,4,1,0,0,1,0,1,9,4,11,2,0
745,8,1,1,0,0,6,4,1,0,1,0,0,5,8,3,4,1
746,8,1,2,0,1,5,0,1,1,0,0,1,9,8,1,4,4
747,7,1,0,0,0,6,1,1,1,0,0,1,0,3,9,2,0
748,1,1,0,0,0,4,0,1,0,1,0,5,0,4,3,2,3
749,9,1,1,0,0,0,0,1,0,0,0,1,0,4,5,4,3
750,1,1,4,0,0,2,2,1,0,1,0,5,4,8,10,2,3
751,5,0,4,0,1,4,1,1,0,0,0,0,8,3,9,2,4
752,3,1,1,0,1,2,1,1,0,2,0,1,0,1,7,2,4
753,6,1,1,0,1,1,0,1,1,0,2,1,1,7,3,4,2
754,6,1,0,0,1,6,1,1,1,3,0,0,0,0,2,2,4
755,1,1,1,0,1,6,1,1,0,1,2,0,0,0,1,4,3
756,1,1,2,0,1,5,1,1,0,3,0,1,2,7,9,4,1
757,5,1,1,0,1,2,1,1,1,0,0,0,5,4,1,4,2
758,2,1,1,0,1,0,0,1,1,0,0,1,4,8,9,4,3
759,1,1,5,0,1,2,0,1,0,2,0,0,0,5,5,2,0
760,1,1,1,0,0,7,1,1,0,2,2,0,6,3,3,4,2
761,4,1,1,0,1,6,0,1,0,0,0,3,0,9,7,3,3
762,5,1,0,0,1,5,1,1,0,0,0,0,9,4,9,2,1
763,0,1,4,0,0,3,0,1,0,1,0,5,9,1,9,0,1
764,6,1,4,0,1,3,0,1,0,1,0,1,7,7,10,2,0
765,9,1,5,0,0,0,0,1,0,0,0,5,7,5,5,4,0
766,6,1,1,0,1,0,0,1,0,0,0,0,9,4,2,4,4
767,2,1,2,0,1,4,0,1,0,2,2,0,1,9,1,4,4
